Company Brand,Founded,HeadQuarter,Sector,What it does,Founders,Investor,Amount,Stage,Year
Rezo.ai,2017,Noida,aistartup,Conversational AI platform - Innovate the way you communicate,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani",3174000.0,Pre-series A,2021
Mentoria,2015,Mumbai,Education,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",1600000.0,Pre-series A,2021
Cuvette Tech,2020,Bangalore,Business Intelligence,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",100000.0,Pre-series A,2021
FarMart,2015,Gurgaon,Agriculture,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",1500000.0,Pre-series A,2021
Kodo Card,2019,Mumbai,Finance,Kodo card is a corporate card for new economy businesses in India.,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",2500000.0,Pre-series A,2021
Cellestial,2019,Hyderabad,Manufacturing,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,Siddhartha Durairajan,"Gurj Aujla, Ashik K",8500000.0,Pre-series A,2021
Jai Kisan,2017,Mumbai,Finance,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",3148000.0,Series A,2021
Plum,2019,Bangalore,Health,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",3174000.0,Series A,2021
Klassroom,2016,Mumbai,Education,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,Alka Javeri,ah! Ventures,3174000.0,Pre-series A,2021
Convin,2019,Bangalore,Technology,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",3000000.0,Pre-series A,2021
Mensa Brands,2021,Bangalore,Beauty & Fashion,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",3174000.0,Series A,2021
MedTel Healthcare,2017,Odisha,Health,An aggregator for Digital Health Clinics in low resource settings.,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",Unknown,3174000.0,Pre-series A,2021
Ingenium,2018,New Delhi,Education,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels,3174000.0,Pre-series A,2021
BharatPe,2018,New Delhi,Finance,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",3174000.0,Debt,2021
RuleZero,2019,Bangalore,Technology,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",3174000.0,Pre-series A,2021
Rubix Data Sciences,2018,Mumbai,itstartup,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",Mohan Ramaswamy,Unknown,4700000.0,Pre-series A,2021
Locobuzz,2011,Mumbai,Business Intelligence,LocoBuzz is an analytics-based integrated marketing platform.,Vishal Agrawal,Yuj Ventures,500000.0,Series A,2021
We Founder Circle,2020,Mumbai,Finance,"A global platform of founders for founders offering investment, network and business opportunities.",Neeraj Tyagi,Geekster,2000000.0,Pre-series A,2021
Haqdarshak,2015,Jaipur,Finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",3174000.0,Pre-series A,2021
Celcius,2020,Mumbai,Transport,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures,3174000.0,Pre-series A,2021
Myelin Foundry,2019,Bangalore,aistartup,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,3174000.0,Pre-series A,2021
SuperOps.ai,2020,Chennai,aistartup,SuperOps.ai is an early stage startup in the MSP space.,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",3174000.0,Pre-series A,2021
Teachmint,2020,Bangalore,Education,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",3174000.0,Series A,2021
Sarathi,2020,Jodhpur,Health,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Aditi Poyam,Unknown,3174000.0,Pre-series A,2021
Jidoka Technologies,2018,Chennai,Technology,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Sekar Udayamurthy,Unknown,1500000.0,Pre-series A,2021
Rapido,2015,Bangalore,Transport,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners",8000000.0,Series C,2021
ElasticRun,2015,Pune,Commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",3174000.0,Series D,2021
Avail Finance,2017,Bangalore,Finance,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",3174000.0,Debt,2021
Nivesh,2016,Noida,Finance,Nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",10500000.0,Pre-series A,2021
Arthya Wealth and Investments,2020,Mumbai,Finance,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",4000000.0,Pre-series A,2021
Fi,2019,Bangalore,Finance,Fi is a neo bank.,Sumit Gwalani,"Capital Group, Falcon Edge",3174000.0,Series B,2021
Kiko Live,2020,Gurgaon,Commerce,Video-based social commerce startup,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",3174000.0,Pre-series A,2021
The Hosteller,2015,Mumbai,Hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",30000000.0,Pre-series A,2021
Ruptok Fintech,2020,New Delhi,Finance,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta,Manuvel Malabar Jewellers,43700000.0,Pre-series A,2021
Dogsee Chew,2015,Bangalore,Food & Beverages,100% Natural Dog Treats.,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures,23000000.0,Pre-series A,2021
Advantage Club,2014,Gurgaon,Technology,Advantage Club is India's largest employee engagement platform.,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",20000000.0,Pre-series A,2021
Cora Health,2020,Bangalore,LifeStyle,Social commerce marketplace for everyday health and wellness.,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,3174000.0,Pre-series A,2021
Battery Smart,2019,New Delhi,Energy,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",3174000.0,Pre-series A,2021
The Good Glamm Group,2021,Pune,Technology,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures",1500000.0,Series D,2021
Mosaic Wellness,2019,Mumbai,LifeStyle,A platform of digital first health clinics for men and women,Dhyanesh Shah,Sequoia,306900.0,Series A,2021
CloudFiles,2020,Bangalore,Technology,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.","Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,3174000.0,Pre-series A,2021
Xpand,2021,New Delhi,Commerce,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",75000000.0,Pre-series A,2021
Troo Good,2018,Hyderabad,Commerce,An FMCG company selling nutritious products at an affordable price points.,Raju Bhupati,OAKS Asset Management,3174000.0,Series A,2021
Prodo,2021,New Delhi,Commerce,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.","Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture",3174000.0,Pre-series A,2021
Unnati,2019,Noida,Finance,Fintech powered digital agri ecosystem,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios",300000.0,Series A,2021
Lysto,2021,Bangalore,Finance,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",Sadiq Ahamed,BEENEXT,3174000.0,Pre-series A,2021
Wakefit,2014,Bangalore,Commerce,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.","Ankit Garg, Chaitanya Ramalingegowda",SIG,1200000.0,Series C,2021
Buyofuel,2020,Coimbatore,Energy,Green Fuels Marketplace,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,1100000.0,Pre-series A,2021
ElectricPe,2021,Bangalore,Transport,India's largest Electric Vehicle Charging Platform,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",627300.0,Pre-series A,2021
Vayana Network,2017,Pune,Finance,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",113000000.0,Series C,2021
Valuationary,2020,Surat,Education,EdTech platform upskilling candidates to bag deserving finance job roles.,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana",32000000.0,Pre-series A,2021
EyeMyEye,2021,Gurgaon,Beauty & Fashion,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",Ganesh Iyer,2000000,600000.0,Pre-series A,2021
DGV,2019,Bangalore,Technology,NeoBanking for Bharat,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",3000000.0,Pre-series A,2021
GuardianLink,2017,Chennai,Technology,Building tech infrastructure to help NFT commerce go mainstream,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,3174000.0,Series A,2021
Clinikk,2016,Bangalore,Hospitality,Transforming health insurance by building India's first managed care model,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures,3174000.0,Pre-series A,2021
Mensa,2021,Bangalore,Commerce,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",3174000.0,Series B,2021
GENLEAP,2021,Haryana,LifeStyle,GenLeap is India’s first self-discovery and career lifecycle management platform.,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",3174000.0,Pre-series A,2021
Planys,2015,Chennai,Government,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",8000000.0,Pre-series A,2021
GoKwik,2020,New Delhi,Technology,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,3174000.0,Series A,2021
Velocity,2020,Bangalore,Finance,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.","Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,3174000.0,Series A,2021
SalaryBox,2020,Gurgaon,Finance,SalaryBox is solution that makes employee management effortless.,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram",3174000.0,Pre-series A,2021
Boingg,2019,Gurgaon,Commerce,D2C furniture brand,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,3174000.0,Pre-series A,2021
Disprz,2015,Mumbai,Education,An AI-powered right skilling suite that helps enterprises unlock business potential.,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital",3174000.0,Series B,2021
Inzpira,2021,Thiruvananthapuram,Education,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.","Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate",3174000.0,Pre-series A,2021
Mindhouse,2019,Gurgaon,LifeStyle,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",3174000.0,Pre-series A,2021
Toppersnotes,2015,Jaipur,Business Intelligence,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.","Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures,2200000.0,Pre-series A,2021
NoBroker.com,2014,Bangalore,realestate,NoBroker is a disruptive force in the Real Estate Industry.,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",3174000.0,Series E,2021
Haber,2017,Pune,Manufacturing,"Real-time, automated insights to increase plant efficiency","Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,3174000.0,Series B,2021
Koparo,2020,New Delhi,consumergoods,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",3174000.0,Pre-series A,2021
Settl,2020,Bangalore,realestate,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle",3174000.0,Pre-series A,2021
